PI name,SMILES-Polymer,Tg(℃),Measurement methods
"poly{(3,4'-sulfonyldianiline)-alt-[2,2'-(hexane-1,6-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}",*CCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)S(=O)(=O)c1cccc(c1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,190.0,DSC
"poly{[4,4'-oxybis(ethyleneoxyethyleneoxy)dianiline]-alt-[4,4'-(hexafluoroisopropylidene)bis(phthalic anhydride)]}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)OCCOCCOCCOCCOc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,140.0,DSC
"poly([4,4'-oxybis(ethyleneoxyethyleneoxy)dianiline]-alt-{2,7-bis[4-(5-carboxy-1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)phenoxy]naphthalene})",*C(=O)Nc1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc2c(c1)cc(cc2)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,311.0,DSC
"poly[(hexane-1,6-diamine)-alt-(diethyl 1,1':4',1''-terphenyl-3,3'',4,4''-tetracarboxylate)]",*CCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,141.0,DSC
"poly[(heptane-1,7-diamine)-alt-(diethyl 1,1':4',1''-terphenyl-3,3'',4,4''-tetracarboxylate)]",*CCCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,135.0,DSC
"poly[(octane-1,8-diamine)-alt-(diethyl 1,1':4',1''-terphenyl-3,3'',4,4''-tetracarboxylate)]",*CCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,120.0,DSC
"poly[(nonane-1,9-diamine)-alt-(diethyl 1,1':4',1''-terphenyl-3,3'',4,4''-tetracarboxylate)]",*CCCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,104.0,DSC
"poly[(decane-1,10-diamine)-alt-(diethyl 1,1':4',1''-terphenyl-3,3'',4,4''-tetracarboxylate)]",*CCCCCCCCCCN1C(=O)c2c(C1=O)ccc(c2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,103.0,DSC
"poly[(undecane-1,11-diamine)-alt-(diethyl 1,1':4',1''-terphenyl-3,3'',4,4''-tetracarboxylate)]",*CCCCCCCCCCCN1C(=O)c2c(C1=O)ccc(c2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,89.0,DSC
"poly[(dodecane-1,12-diamine)-alt-(diethyl 1,1':4',1''-terphenyl-3,3'',4,4''-tetracarboxylate)]",*CCCCCCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1ccc2c(c1)C(=O)N(C2=O)*,86.0,DSC
"poly{(4,4'-methylenedianiline)-alt-[5,5'-(p-phenylenedioxy)bis(isobenzofuran-1,3-dione)]}",*c1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,259.0,DSC
"poly{[2,2'-bis(trifluoromethyl)biphenyl-4,4'-diamine]-alt-[4,4'-oxybis(phthalic anhydride)]}",*c1ccc(c(c1)C(F)(F)F)c1ccc(cc1C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)*,275.0,DSC
"poly[(3,3'-oxydianiline)-alt-(benzo[1,2-c:4,5-c']difuran-1,3,5,7-tetraone)]",*c1cccc(c1)Oc1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,287.0,DSC
"poly((benzo[1,2-c:4,5-c']difuran-1,3,5,7-tetraone)-alt-{2,2-bis[4-(3-aminophenoxy)phenyl]hexafluoropropane})",*c1cccc(c1)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,235.0,DSC
"poly({5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)}-alt-{2,2-bis[4-(3-aminophenoxy)phenyl]hexafluoropropane})",*c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,224.0,DSC
"poly({6,6'-[sulfonylbis(1,3-dioxoisoindoline-5,2-diyl)]dihexane-1-ol}-alt-(dimethyl octanedioate))",*CCCCCCOC(=O)CCCCCCC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,46.0,DSC
"poly({6,6'-[sulfonylbis(1,3-dioxoisoindoline-5,2-diyl)]dihexanol}-alt-(dimethyl decanedioate))",*CCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,72.0,DSC
"poly({6,6'-[sulfonylbis(1,3-dioxoisoindoline-5,2-diyl)]dihexane-1-ol}-alt-(dimethyl icosanedioate))",*CCCCCCOC(=O)CCCCCCCCCCCCCCCCCCC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,19.0,DSC
"poly{[4,4'-(biphenyl-4,4'-diyldioxy)dianiline]-alt-[4,4'-(hexafluoroisopropylidene)bis(phthalic anhydride)]}",FC(C(C(F)(F)F)(c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)*)(F)F,280.0,DSC
"poly{[4,4'-(9H-fluorene-9,9-diyl)dianiline]-alt-[5,5'-sulfonylbis(isobenzofuran-1,3-dione)]}",*c1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)S(=O)(=O)c2ccc3c(c2)C(=O)N(C3=O)*)c2ccccc2-c2c1cccc2,392.0,DSC
"poly{[4,4'-(butane-1,4-diyldioxy)dianiline]-alt-[4,4'-(hexafluoroisopropylidene)bis(phthalic anhydride)]}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)OCCCCOc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,169.0,DSC
"poly{[4,4'-(hexane-1,6-diyldioxy)dianiline]-alt-[4,4'-(hexafluoroisopropylidene)bis(phthalic anhydride)]}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)OCCCCCCOc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,167.0,DSC
"poly{[4,4'-(decane-1,10-diyldioxy)dianiline]-alt-[4,4'-(hexafluoroisopropylidene)bis(phthalic anhydride)]}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,143.0,DSC
"poly{(methylhydroquinone diacetate)-alt-[2,6-bis(5-carboxypentyl)-1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine]}",*CCCCCC(=O)Oc1ccc(c(c1)C)OC(=O)CCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,78.0,DSC
"poly{(methylhydroquinone diacetate)-alt-[2,6-bis(5-carboxypentyl)-1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine]}",*CCCCCC(=O)Oc1ccc(c(c1)Cl)OC(=O)CCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,87.0,DSC
"poly{(biphenyl-2,5-diyl diacetate)-alt-[6,6'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)dihexanoic acid]}",*CCCCCC(=O)Oc1ccc(c(c1)c1ccccc1)OC(=O)CCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,82.0,DSC
"poly{[oxybis(4,1-phenylene) diacetate]-alt-[6,6'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)dihexanoic acid]}",*CCCCCC(=O)Oc1ccc(cc1)Oc1ccc(cc1)OC(=O)CCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,91.0,DSC
"poly{(2,7-diacetoxynaphthalene)-alt-[6,6'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)dihexanoic acid]}",*CCCCCC(=O)Oc1ccc2c(c1)cc(cc2)OC(=O)CCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,98.0,DSC
"poly{[11,11'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)bisundecanoic acid]-alt-(naphthalene-2,6-diyl diacetate)}",*CCCCCCCCCCC(=O)Oc1ccc2c(c1)ccc(c2)OC(=O)CCCCCCCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,66.0,DSC
"poly{[12,12'-(1,3,5,7-tetraoxobenzo[1,2-c:4,5-c']dipyrrolidine-2,6-diyl)bisdodecanoic acid]-alt-(naphthalene-2,6-diyl diacetate)}",*CCCCCCCCCCCC(=O)Oc1ccc2c(c1)ccc(c2)OC(=O)CCCCCCCCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,62.0,DSC
"poly{(4,4'-oxydianiline)-alt-[5,5'-sulfanediylbis(isobenzofuran-1,3-dione)]}",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Sc1ccc2c(c1)C(=O)N(C2=O)*,258.0,DSC
"poly{[5,5'-(dimethylsilanediyl)bis(isobenzofuran-1,3-dione)]-alt-(4,4'-oxydianiline)}",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)[Si](c1ccc2c(c1)C(=O)N(C2=O)*)(C)C,274.0,DSC
"poly{(4,4'-methylenedianiline)-alt-[5,5'-sulfanediylbis(isobenzofuran-1,3-dione)]}",*c1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Sc1ccc2c(c1)C(=O)N(C2=O)*,265.0,DSC
"poly((4,4'-methylenedianiline)-alt-{5,5'-[(1-methylethane-1,1-diyl)bis(1,4-phenyleneoxy)]bis(isobenzofuran-1,3-dione)})",*c1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*)(C)C,217.0,DSC
"poly({4,4'-[1-methylethane-1,1-diylbis(4,1-phenyleneoxy)]diphenol}-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",FC(C(C(F)(F)F)(c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)(C)C)*)(F)F,235.8,DSC
"poly({4,4'-[sulfonylbis(4,1-phenyleneoxy)]dianiline}-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",FC(C(C(F)(F)F)(c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)*)(F)F,269.3,DSC
"poly({3,3'-[sulfonylbis(4,1-phenyleneoxy)]dianiline}-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",*c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,184.0,DSC
"poly((m-phenylenediamine)-alt-{5,5'-[(3,3,3',3'-tetramethyl-1,1'-spirobiindane-6,6'-diyl)dioxy]bis(isobenzofuran-1,3-dione)})",*c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C1(CC2(C)C)CC(c2c1cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)(C)C,253.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-(4,4'-oxydianiline))",*C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,320.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-(3,4'-oxydianiline))",*C(=O)Nc1ccc(cc1)Oc1cccc(c1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,315.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-(4,4'-methylenedianiline))",*C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,235.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-(3,3'-carbonyldianiline))",*C(=O)Nc1cccc(c1)C(=O)c1cccc(c1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,308.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-(4,4'-sulfonyldianiline))",*C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,340.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-(3,3'-sulfonyldianiline))",*C(=O)Nc1cccc(c1)S(=O)(=O)c1cccc(c1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,320.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-(1,4-phenylenediamine))",*C(=O)Nc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,333.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-(1,3-phenylenediamine))",*C(=O)Nc1cccc(c1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,334.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-[4,4'-(1,4-phenylenedioxy)dianiline])",*C(=O)Nc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,303.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-{4,4'-[1-methylethane-1,1-diylbis(4,1-phenyleneoxy)]dianiline})",*C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)(C)C,287.0,DSC
"poly({1,1',3,3'-dioxo-2,2'-[3,4-diphenylthiophene-2,5-diylbis(4,1-phenylene)]bis(isoindoline-5-carboxylic acid)}-alt-[4,4'-(3,4-diphenylthiophene-2,5-di)dianiline])",*C(=O)Nc1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,338.0,DSC
"poly{[2,2'-bis(trifluoromethyl)biphenyl-4,4'-diamine]-alt-[5,5'-sulfonylbis(isobenzofuran-1,3-dione)]}",*c1ccc(c(c1)C(F)(F)F)c1ccc(cc1C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,320.0,DSC
"poly{(4,4'-sulfonyldiniline)-alt-[4,4'-oxybis(phthalic anhydride)]}",*c1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,262.0,DSC
"poly({4,4'-[(1,3,5,7-tetraoxo-5,7-dihydrobenzo[1,2-c:4,5-c']dipyrrole-2,6(1H,3H)-diyl)bis(4,1-phenyleneoxy)]dianiline}-alt-(isophthaloyl dichloride))",*c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cccc(c1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,282.0,DSC
"poly({4,4'-[(1,3,5,7-tetraoxo-5,7-dihydrobenzo[1,2-c:4,5-c']dipyrrole-2,6(1H,3H)-diyl)bis(4,1-phenylenesulfonyl)]dianiline}-alt-(isophthaloyl dichloride))",*c1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1cccc(c1)C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,286.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl){[(trimethylsilyl)oxy]methylene}(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxy-1,4-phenylene}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(O[Si](C)(C)C)*,210.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)[([({dimethyl[(trimethylsilyl)oxy]silyl}oxy)(dimethyl)silyl]oxy)methylene](1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxy-1,4-phenylene}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C)*,167.0,DSC
"poly{[bis(3-aminophenyl)methanol]-alt-[5,5'-carbonylbis(isobenzofuran-1,3-dione)]}",*c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)C(c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*)O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C,235.0,DSC
"poly{[bis(3-aminophenyl)methanol]-alt-[4,4'-(hexafluoroisopropylidene)bis(phthalic anhydride)]}",*c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)C(c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*)O,262.0,DSC
"poly{[bis(3-aminophenyl)methanol]-alt-[4,4'-(hexafluoroisopropylidene)bis(phthalic anhydride)]}",*c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)C(c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*)O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C,211.0,DSC
"poly{[3,3'-(hydroxymethylene)dianiline]-alt-[4,4'-oxybis(phthalic anhydride)]}",*c1cccc(c1)C(c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)*)O,252.0,DSC
"poly{[bis(3-aminophenyl)methanol]-alt-[4,4'-oxybis(phthalic anhydride)]}",*c1cccc(c1)C(c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C,219.0,DSC
"poly{[N,N'-bis(3-hydroxypropyl)pyromellitimide]-alt-[hexamethylene bis(phenyl carbonate)]}",*CCCOC(=O)OCCCCCCOC(=O)OCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,36.0,DSC
"poly{[N,N'-bis(4-hydroxybutyl)pyromellitimide]-alt-[hexamethylene bis(phenyl carbonate)]}",*CCCCOC(=O)OCCCCCCOC(=O)OCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,37.0,DSC
"poly{[N,N'-bis(5-hydroxypentyl)pyromellitimide]-alt-[hexamethylene bis(phenyl carbonate)]}",*CCCCCOC(=O)OCCCCCCOC(=O)OCCCCCn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,27.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-(p-phenylene diacetate))",*CCOCCOCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,105.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-[2,6-(diacetyloxy)naphthalene])",*CCOCCOCCN1C(=O)c2c(C1=O)ccc(c2)C(=O)Oc1ccc2c(c1)ccc(c2)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,105.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-[4,4'-bis(acetyloxy)biphenyl])",*CCOCCOCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,109.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-{4,4'-isopropylidenebis[(acetyloxy)benzene)]})",*CCOCCOCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*)(C)C,118.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[ethylenebis(oxyethylene)]bis(isoindoline-5-carboxylic acid)}-alt-(biphenyl-2,5-diyl diacetate))",*CCOCCOCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(c(c1)c1ccccc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,105.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-(p-phenylene diacetate))",*CCCOCCCCOCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,56.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-[2,6-(diacetyloxy)naphthalene])",*CCCOCCCCOCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc2c(c1)ccc(c2)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,68.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-[4,4'-bis(acetyloxy)biphenyl])",*CCCOCCCCOCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,70.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-{4,4'-isopropylidenebis[(acetyloxy)benzene)]})",*CCCOCCCCOCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*)(C)C,60.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[butane-1,4-diylbis(oxypropane-1,3-diyl)]bis(isoindoline-5-carboxylic acid)}-alt-(biphenyl-2,5-diyl diacetate))",*CCCOCCCCOCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(c(c1)c1ccccc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,71.0,DSC
"polyimide:({4,4'-[methylenebis(p-phenylenemethylene)]dianiline}-alt-[6,6'-bis(methoxycarbonyl)-3,3'-carbonyldibenzoic acid])",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Cc1ccc(cc1)Cc1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,302.0,DSC
